2.294351,48.858844
-74.044502,40.689247
12.492231,41.890210
-0.124625,51.500729
151.215297,-33.856779
78.042142,27.175144
139.745438,35.658581
37.617499,55.752023
-122.478255,37.819929
35.441944,30.328611
55.274376,25.197197
-43.210487,-22.951916
31.134358,29.979175
138.727778,35.360556
2.337644,48.860611
116.570374,40.431908
-72.545128,-13.163141
-90.184776,38.624691
-77.035279,38.889484
135.735982,34.988900
37.355625,-3.067425
-109.045223,36.998950
18.421653,-33.923527
-1.826215,51.178882
-109.325833,-27.126944
32.859741,39.933365
-88.568611,20.682778
103.866985,13.412469
-5.718389,-15.925782
-90.199404,38.627003
2.337784,48.860294
6.958281,50.941278
23.727539,37.983917
-73.985130,40.758896
28.047305,-26.204103
16.370468,48.204454
135.768327,35.011665
36.821946,-1.292066
23.726749,37.971532
24.938379,60.169857
18.067073,59.327736
116.407394,39.904202
9.188540,45.464664
13.377689,52.516288
11.255814,43.769560
-77.036871,38.907192
11.575382,48.137108
12.568337,55.676098
13.404954,52.520008
126.977966,37.566536
